Doctor Name,Specialty,City,State,Rating
Amy Camacho,Ophthalmologist,East Matthewburgh,GA,4.34
James Coleman,Cardiologist,Port Angela,GA,4.84
Emily Hill,Gastroenterologist,Romeroside,GA,3.85
Keith Montoya,Ophthalmologist,New Jasminemouth,GA,3.9
Eric Harvey,Gastroenterologist,East Thomasport,GA,3.59
Jose Torres,Ophthalmologist,Jamiemouth,GA,3.82
Wendy Lambert,Gastroenterologist,Port Scott,GA,3.74
Elaine Schneider,Rheumatologist,Port Stevebury,GA,4.56
Ryan Welch,ENT Specialist,North Robert,GA,4.9
Michael Brown,General Practitioner,Ashleyberg,GA,4.03
Walter Patel,General Practitioner,New Karenmouth,GA,4.74
Jennifer Wright,Allergist,South Lisa,GA,3.96
Mrs. Courtney Pierce,Endocrinologist,Thompsonmouth,GA,4.18
Tracy Turner,Dermatologist,Lake Charlesbury,GA,3.78
Allison Melton,Dermatologist,Lake Davidland,GA,4.83
Leah Washington,General Practitioner,Wallerfurt,GA,3.81
Christopher Fleming,Rheumatologist,Russellfort,GA,3.61
Diane Dudley,Pulmonologist,North Robert,GA,4.99
Daniel Goodwin,Pediatrician,Margaretview,GA,4.04
Sabrina Martin,Neurologist,Grahamside,GA,4.67
Scott Rogers,Ophthalmologist,South Angelicaland,GA,3.98
Breanna Saunders,Dermatologist,New Krystal,GA,4.38
Alexis Villarreal,Rheumatologist,South Cherylshire,GA,3.52
Sandra Jones,Nephrologist,Timothyborough,GA,4.3
Christy Espinoza,Pediatrician,Christinaborough,GA,3.94
Rachel Cardenas,ENT Specialist,Moranfort,GA,3.66
Victoria James,Pulmonologist,Kathrynmouth,GA,4.85
Christopher Fisher,Endocrinologist,West Jessicachester,GA,4.31
Mike Banks,Endocrinologist,West Lisaport,GA,4.56
Kathleen Rivera,Gastroenterologist,South Matthew,GA,4.91
Michael Lamb,Dermatologist,North Gary,GA,4.73
Michael Robinson,Pulmonologist,North Linda,GA,3.56
Andrew Caldwell,Pediatrician,West Annetteside,GA,3.94
Eugene Webb,Ophthalmologist,West Keith,GA,4.19
John Clark,Neurologist,Robertsview,GA,4.0
Gary Smith,Endocrinologist,Kevinfort,GA,4.99
Michael Smith,Orthopedic Surgeon,Mossside,GA,4.1
Tammy Campbell,Rheumatologist,Lisaside,GA,4.86
Nathaniel Greene,Cardiologist,Perezburgh,GA,4.87
Jason Silva,Allergist,Whitneybury,GA,4.17
Tiffany Stephens,Endocrinologist,Lisaside,GA,4.07
Jennifer Roberts,Dermatologist,New Donald,GA,4.04
Rachael Hall,Gastroenterologist,North Joyville,GA,4.35
Adrian Sherman,Gastroenterologist,Port Scott,GA,4.18
Tiffany Barnes,Oncologist,East Brian,GA,4.57
Michael Sweeney,Neurologist,Robertostad,GA,3.59
Antonio Hernandez,General Practitioner,South Stephen,GA,3.7
Veronica Patterson,Oncologist,Port Stephenview,GA,4.84
Dylan Lewis,Ophthalmologist,Lake Amandashire,GA,3.85
Cheryl Solomon,Pulmonologist,Parkberg,GA,4.07
James Peterson,Neurologist,North Jamesland,GA,4.21
Victoria Garcia,Endocrinologist,Lake Andrea,GA,4.61
Lori Clark,Dermatologist,Port Haleymouth,GA,4.31
Mike Williams,Neurologist,Lake Tarastad,GA,3.79
Jessica Lewis,Dermatologist,West Adamstad,GA,3.82
Mary Gutierrez,Gastroenterologist,Nicolefort,GA,4.45
Thomas Pearson,Orthopedic Surgeon,Lake Phillip,GA,4.19
Angela Byrd,ENT Specialist,Kimberlyshire,GA,3.59
Katherine Frazier,Endocrinologist,Laurahaven,GA,4.71
Matthew Lucero,Cardiologist,Lake Alexander,GA,4.7
Becky Flores,Dermatologist,Lake Davidland,GA,3.56
Christopher Horn MD,Orthopedic Surgeon,North Ryan,GA,4.79
Patrick Hughes,Endocrinologist,North Michellefort,GA,4.26
Tonya Edwards,Cardiologist,Reynoldsside,GA,4.99
